"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
22,湖口,1,二氧化硫,SO2,ppb,2023-09-01,0.9
21,龍潭,143,小時風速值,WS_HR,m/sec,2023-09-01,3.5
21,龍潭,38,相對濕度,RH,%,2023-09-01,81
21,龍潭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.5
21,龍潭,14,溫度,AMB_TEMP,℃,2023-09-01,28.2
21,龍潭,10,風速,WIND_SPEED,m/sec,2023-09-01,3.9
21,龍潭,7,二氧化氮,NO2,ppb,2023-09-01,5.7
21,龍潭,6,一氧化氮,NO,ppb,2023-09-01,2.4
21,龍潭,5,氮氧化物,NOx,ppb,2023-09-01,8.2
21,龍潭,4,懸浮微粒,PM10,μg/m3,2023-09-01,10
21,龍潭,3,臭氧,O3,ppb,2023-09-01,11.3
21,龍潭,2,一氧化碳,CO,ppm,2023-09-01,0.16
21,龍潭,1,二氧化硫,SO2,ppb,2023-09-01,1.5
20,平鎮,143,小時風速值,WS_HR,m/sec,2023-09-01,3.2
20,平鎮,38,相對濕度,RH,%,2023-09-01,76
20,平鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3
20,平鎮,14,溫度,AMB_TEMP,℃,2023-09-01,29.6
20,平鎮,10,風速,WIND_SPEED,m/sec,2023-09-01,3.5
20,平鎮,7,二氧化氮,NO2,ppb,2023-09-01,7.3
20,平鎮,6,一氧化氮,NO,ppb,2023-09-01,3.4
20,平鎮,5,氮氧化物,NOx,ppb,2023-09-01,10.8
20,平鎮,4,懸浮微粒,PM10,μg/m3,2023-09-01,8
20,平鎮,3,臭氧,O3,ppb,2023-09-01,11
20,平鎮,2,一氧化碳,CO,ppm,2023-09-01,0.21
20,平鎮,1,二氧化硫,SO2,ppb,2023-09-01,0.9
19,觀音,143,小時風速值,WS_HR,m/sec,2023-09-01,4.2
19,觀音,38,相對濕度,RH,%,2023-09-01,86
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,x
19,觀音,14,溫度,AMB_TEMP,℃,2023-09-01,29.2
19,觀音,10,風速,WIND_SPEED,m/sec,2023-09-01,5.8
19,觀音,7,二氧化氮,NO2,ppb,2023-09-01,4.8
19,觀音,6,一氧化氮,NO,ppb,2023-09-01,1.4
19,觀音,5,氮氧化物,NOx,ppb,2023-09-01,6.3
19,觀音,4,懸浮微粒,PM10,μg/m3,2023-09-01,25
19,觀音,3,臭氧,O3,ppb,2023-09-01,14
19,觀音,2,一氧化碳,CO,ppm,2023-09-01,0.08
19,觀音,1,二氧化硫,SO2,ppb,2023-09-01,0.5
18,大園,143,小時風速值,WS_HR,m/sec,2023-09-01,4.8
18,大園,38,相對濕度,RH,%,2023-09-01,85
18,大園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.9
18,大園,14,溫度,AMB_TEMP,℃,2023-09-01,28.9
18,大園,10,風速,WIND_SPEED,m/sec,2023-09-01,5.1
18,大園,7,二氧化氮,NO2,ppb,2023-09-01,7.6
18,大園,6,一氧化氮,NO,ppb,2023-09-01,6.7
18,大園,5,氮氧化物,NOx,ppb,2023-09-01,14.4
18,大園,4,懸浮微粒,PM10,μg/m3,2023-09-01,12
18,大園,3,臭氧,O3,ppb,2023-09-01,13
18,大園,2,一氧化碳,CO,ppm,2023-09-01,0.17
18,大園,1,二氧化硫,SO2,ppb,2023-09-01,1.7
17,桃園,143,小時風速值,WS_HR,m/sec,2023-09-01,2.5
17,桃園,38,相對濕度,RH,%,2023-09-01,82
17,桃園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.5
17,桃園,31,甲烷,CH4,ppm,2023-09-01,1.96
17,桃園,14,溫度,AMB_TEMP,℃,2023-09-01,29.3
17,桃園,10,風速,WIND_SPEED,m/sec,2023-09-01,2.7
17,桃園,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.06
17,桃園,8,總碳氫化物,THC,ppm,2023-09-01,2.02
17,桃園,7,二氧化氮,NO2,ppb,2023-09-01,7.2
17,桃園,6,一氧化氮,NO,ppb,2023-09-01,3.6
17,桃園,5,氮氧化物,NOx,ppb,2023-09-01,10.8
17,桃園,4,懸浮微粒,PM10,μg/m3,2023-09-01,8
17,桃園,3,臭氧,O3,ppb,2023-09-01,9.4
17,桃園,2,一氧化碳,CO,ppm,2023-09-01,0.24
17,桃園,1,二氧化硫,SO2,ppb,2023-09-01,0.4
16,大同,143,小時風速值,WS_HR,m/sec,2023-09-01,
16,大同,38,相對濕度,RH,%,2023-09-01,85
16,大同,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,7
16,大同,31,甲烷,CH4,ppm,2023-09-01,1.84
16,大同,14,溫度,AMB_TEMP,℃,2023-09-01,
16,大同,10,風速,WIND_SPEED,m/sec,2023-09-01,
16,大同,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.14
16,大同,8,總碳氫化物,THC,ppm,2023-09-01,1.98
16,大同,7,二氧化氮,NO2,ppb,2023-09-01,11.5
16,大同,6,一氧化氮,NO,ppb,2023-09-01,21.7
16,大同,5,氮氧化物,NOx,ppb,2023-09-01,33.4
16,大同,4,懸浮微粒,PM10,μg/m3,2023-09-01,12
16,大同,3,臭氧,O3,ppb,2023-09-01,5.7
16,大同,2,一氧化碳,CO,ppm,2023-09-01,0.53
16,大同,1,二氧化硫,SO2,ppb,2023-09-01,1.1
15,松山,143,小時風速值,WS_HR,m/sec,2023-09-01,1.2
15,松山,38,相對濕度,RH,%,2023-09-01,88
15,松山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,1.2
15,松山,31,甲烷,CH4,ppm,2023-09-01,1.93
15,松山,14,溫度,AMB_TEMP,℃,2023-09-01,28.9
15,松山,10,風速,WIND_SPEED,m/sec,2023-09-01,1.4
15,松山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.02
15,松山,8,總碳氫化物,THC,ppm,2023-09-01,1.95
15,松山,7,二氧化氮,NO2,ppb,2023-09-01,7.9
15,松山,6,一氧化氮,NO,ppb,2023-09-01,5.7
15,松山,5,氮氧化物,NOx,ppb,2023-09-01,13.7
15,松山,4,懸浮微粒,PM10,μg/m3,2023-09-01,7
15,松山,3,臭氧,O3,ppb,2023-09-01,7
15,松山,2,一氧化碳,CO,ppm,2023-09-01,0.15
15,松山,1,二氧化硫,SO2,ppb,2023-09-01,0.6
14,古亭,143,小時風速值,WS_HR,m/sec,2023-09-01,1.1
14,古亭,38,相對濕度,RH,%,2023-09-01,81
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,4.3
14,古亭,31,甲烷,CH4,ppm,2023-09-01,1.91
14,古亭,14,溫度,AMB_TEMP,℃,2023-09-01,29.6
14,古亭,10,風速,WIND_SPEED,m/sec,2023-09-01,1.4
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.04
14,古亭,8,總碳氫化物,THC,ppm,2023-09-01,1.95
14,古亭,7,二氧化氮,NO2,ppb,2023-09-01,9.9
14,古亭,6,一氧化氮,NO,ppb,2023-09-01,9.4
14,古亭,5,氮氧化物,NOx,ppb,2023-09-01,19.3
14,古亭,4,懸浮微粒,PM10,μg/m3,2023-09-01,21
14,古亭,3,臭氧,O3,ppb,2023-09-01,7.5
14,古亭,2,一氧化碳,CO,ppm,2023-09-01,0.15
14,古亭,1,二氧化硫,SO2,ppb,2023-09-01,0.4
13,萬華,143,小時風速值,WS_HR,m/sec,2023-09-01,2
13,萬華,38,相對濕度,RH,%,2023-09-01,82
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,4.2
13,萬華,31,甲烷,CH4,ppm,2023-09-01,2
13,萬華,14,溫度,AMB_TEMP,℃,2023-09-01,29.7
13,萬華,10,風速,WIND_SPEED,m/sec,2023-09-01,2.3
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.02
13,萬華,8,總碳氫化物,THC,ppm,2023-09-01,2.02
13,萬華,7,二氧化氮,NO2,ppb,2023-09-01,8.8
13,萬華,6,一氧化氮,NO,ppb,2023-09-01,6.1
13,萬華,5,氮氧化物,NOx,ppb,2023-09-01,15.1
13,萬華,4,懸浮微粒,PM10,μg/m3,2023-09-01,7
13,萬華,3,臭氧,O3,ppb,2023-09-01,7.7
13,萬華,2,一氧化碳,CO,ppm,2023-09-01,0.2
13,萬華,1,二氧化硫,SO2,ppb,2023-09-01,1.1
12,中山,143,小時風速值,WS_HR,m/sec,2023-09-01,1.6
29,沙鹿,1,二氧化硫,SO2,ppb,2023-09-01,1.7
12,中山,38,相對濕度,RH,%,2023-09-01,87
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2
12,中山,31,甲烷,CH4,ppm,2023-09-01,1.94
12,中山,14,溫度,AMB_TEMP,℃,2023-09-01,29.6
12,中山,10,風速,WIND_SPEED,m/sec,2023-09-01,2
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.04
12,中山,8,總碳氫化物,THC,ppm,2023-09-01,1.98
12,中山,7,二氧化氮,NO2,ppb,2023-09-01,9.3
12,中山,6,一氧化氮,NO,ppb,2023-09-01,8.7
12,中山,5,氮氧化物,NOx,ppb,2023-09-01,18.1
12,中山,4,懸浮微粒,PM10,μg/m3,2023-09-01,9
12,中山,3,臭氧,O3,ppb,2023-09-01,6.7
12,中山,2,一氧化碳,CO,ppm,2023-09-01,0.26
12,中山,1,二氧化硫,SO2,ppb,2023-09-01,0.5
11,士林,143,小時風速值,WS_HR,m/sec,2023-09-01,0.9
11,士林,38,相對濕度,RH,%,2023-09-01,79
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2.9
11,士林,14,溫度,AMB_TEMP,℃,2023-09-01,29.9
11,士林,10,風速,WIND_SPEED,m/sec,2023-09-01,1.5
11,士林,7,二氧化氮,NO2,ppb,2023-09-01,4.5
11,士林,6,一氧化氮,NO,ppb,2023-09-01,1.9
11,士林,5,氮氧化物,NOx,ppb,2023-09-01,6.5
11,士林,4,懸浮微粒,PM10,μg/m3,2023-09-01,4
11,士林,3,臭氧,O3,ppb,2023-09-01,9.3
11,士林,2,一氧化碳,CO,ppm,2023-09-01,0.11
11,士林,1,二氧化硫,SO2,ppb,2023-09-01,0.3
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3
10,淡水,14,溫度,AMB_TEMP,℃,2023-09-01,27.8
10,淡水,10,風速,WIND_SPEED,m/sec,2023-09-01,1.7
10,淡水,7,二氧化氮,NO2,ppb,2023-09-01,4.3
10,淡水,6,一氧化氮,NO,ppb,2023-09-01,4
10,淡水,5,氮氧化物,NOx,ppb,2023-09-01,8.4
10,淡水,4,懸浮微粒,PM10,μg/m3,2023-09-01,11
10,淡水,3,臭氧,O3,ppb,2023-09-01,12.6
10,淡水,2,一氧化碳,CO,ppm,2023-09-01,0.17
10,淡水,1,二氧化硫,SO2,ppb,2023-09-01,0.5
9,林口,143,小時風速值,WS_HR,m/sec,2023-09-01,2.6
9,林口,38,相對濕度,RH,%,2023-09-01,94
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2.9
9,林口,14,溫度,AMB_TEMP,℃,2023-09-01,28.2
9,林口,10,風速,WIND_SPEED,m/sec,2023-09-01,2.9
9,林口,7,二氧化氮,NO2,ppb,2023-09-01,6.6
9,林口,6,一氧化氮,NO,ppb,2023-09-01,3.7
9,林口,5,氮氧化物,NOx,ppb,2023-09-01,10.4
9,林口,4,懸浮微粒,PM10,μg/m3,2023-09-01,8
9,林口,3,臭氧,O3,ppb,2023-09-01,11.6
9,林口,2,一氧化碳,CO,ppm,2023-09-01,0.14
9,林口,1,二氧化硫,SO2,ppb,2023-09-01,0.1
8,菜寮,143,小時風速值,WS_HR,m/sec,2023-09-01,2.3
8,菜寮,38,相對濕度,RH,%,2023-09-01,80
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.7
8,菜寮,14,溫度,AMB_TEMP,℃,2023-09-01,29.7
8,菜寮,10,風速,WIND_SPEED,m/sec,2023-09-01,2.6
8,菜寮,7,二氧化氮,NO2,ppb,2023-09-01,6.6
8,菜寮,6,一氧化氮,NO,ppb,2023-09-01,2.6
8,菜寮,5,氮氧化物,NOx,ppb,2023-09-01,9.3
8,菜寮,4,懸浮微粒,PM10,μg/m3,2023-09-01,5
8,菜寮,3,臭氧,O3,ppb,2023-09-01,8.6
8,菜寮,2,一氧化碳,CO,ppm,2023-09-01,0.21
8,菜寮,1,二氧化硫,SO2,ppb,2023-09-01,1.2
7,新莊,143,小時風速值,WS_HR,m/sec,2023-09-01,3.5
7,新莊,38,相對濕度,RH,%,2023-09-01,84
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,4.9
7,新莊,14,溫度,AMB_TEMP,℃,2023-09-01,29.3
7,新莊,10,風速,WIND_SPEED,m/sec,2023-09-01,3.8
7,新莊,7,二氧化氮,NO2,ppb,2023-09-01,5.8
7,新莊,6,一氧化氮,NO,ppb,2023-09-01,2.5
7,新莊,5,氮氧化物,NOx,ppb,2023-09-01,8.4
7,新莊,4,懸浮微粒,PM10,μg/m3,2023-09-01,10
7,新莊,3,臭氧,O3,ppb,2023-09-01,9.4
7,新莊,2,一氧化碳,CO,ppm,2023-09-01,0.13
7,新莊,1,二氧化硫,SO2,ppb,2023-09-01,0.6
6,板橋,143,小時風速值,WS_HR,m/sec,2023-09-01,1.8
6,板橋,38,相對濕度,RH,%,2023-09-01,82
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,6.2
6,板橋,31,甲烷,CH4,ppm,2023-09-01,1.93
6,板橋,14,溫度,AMB_TEMP,℃,2023-09-01,29.7
6,板橋,10,風速,WIND_SPEED,m/sec,2023-09-01,2.2
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.02
6,板橋,8,總碳氫化物,THC,ppm,2023-09-01,1.95
6,板橋,7,二氧化氮,NO2,ppb,2023-09-01,7.1
6,板橋,6,一氧化氮,NO,ppb,2023-09-01,3.9
6,板橋,5,氮氧化物,NOx,ppb,2023-09-01,11.1
6,板橋,4,懸浮微粒,PM10,μg/m3,2023-09-01,6
6,板橋,3,臭氧,O3,ppb,2023-09-01,9.5
6,板橋,2,一氧化碳,CO,ppm,2023-09-01,0.22
6,板橋,1,二氧化硫,SO2,ppb,2023-09-01,0.6
5,土城,143,小時風速值,WS_HR,m/sec,2023-09-01,0.3
5,土城,38,相對濕度,RH,%,2023-09-01,80
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.3
5,土城,31,甲烷,CH4,ppm,2023-09-01,1.91
5,土城,14,溫度,AMB_TEMP,℃,2023-09-01,30.2
5,土城,10,風速,WIND_SPEED,m/sec,2023-09-01,1.5
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.09
5,土城,8,總碳氫化物,THC,ppm,2023-09-01,2
5,土城,7,二氧化氮,NO2,ppb,2023-09-01,6.1
5,土城,6,一氧化氮,NO,ppb,2023-09-01,2.8
5,土城,5,氮氧化物,NOx,ppb,2023-09-01,9
5,土城,4,懸浮微粒,PM10,μg/m3,2023-09-01,10
5,土城,3,臭氧,O3,ppb,2023-09-01,10.1
5,土城,2,一氧化碳,CO,ppm,2023-09-01,0.19
5,土城,1,二氧化硫,SO2,ppb,2023-09-01,0.7
4,新店,143,小時風速值,WS_HR,m/sec,2023-09-01,1
4,新店,38,相對濕度,RH,%,2023-09-01,83
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2.1
4,新店,14,溫度,AMB_TEMP,℃,2023-09-01,29.9
4,新店,10,風速,WIND_SPEED,m/sec,2023-09-01,1.6
4,新店,7,二氧化氮,NO2,ppb,2023-09-01,4.9
4,新店,6,一氧化氮,NO,ppb,2023-09-01,2.9
4,新店,5,氮氧化物,NOx,ppb,2023-09-01,7.8
4,新店,4,懸浮微粒,PM10,μg/m3,2023-09-01,9
4,新店,3,臭氧,O3,ppb,2023-09-01,13.6
4,新店,2,一氧化碳,CO,ppm,2023-09-01,0.15
4,新店,1,二氧化硫,SO2,ppb,2023-09-01,0.1
3,萬里,143,小時風速值,WS_HR,m/sec,2023-09-01,1.7
3,萬里,38,相對濕度,RH,%,2023-09-01,93
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,6
3,萬里,32,降雨強度,RAIN_INT,㎜,2023-09-01,4.5
3,萬里,14,溫度,AMB_TEMP,℃,2023-09-01,28.2
3,萬里,10,風速,WIND_SPEED,m/sec,2023-09-01,2.1
3,萬里,7,二氧化氮,NO2,ppb,2023-09-01,1.6
3,萬里,6,一氧化氮,NO,ppb,2023-09-01,1
3,萬里,5,氮氧化物,NOx,ppb,2023-09-01,2.7
3,萬里,4,懸浮微粒,PM10,μg/m3,2023-09-01,44
3,萬里,3,臭氧,O3,ppb,2023-09-01,14.7
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.04
56,前金,10,風速,WIND_SPEED,m/sec,2023-09-01,2.2
56,前金,14,溫度,AMB_TEMP,℃,2023-09-01,29.8
56,前金,31,甲烷,CH4,ppm,2023-09-01,1.96
56,前金,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,7.4
56,前金,38,相對濕度,RH,%,2023-09-01,83
56,前金,143,小時風速值,WS_HR,m/sec,2023-09-01,1.9
57,前鎮,1,二氧化硫,SO2,ppb,2023-09-01,2.1
57,前鎮,2,一氧化碳,CO,ppm,2023-09-01,0.28
57,前鎮,3,臭氧,O3,ppb,2023-09-01,17.8
57,前鎮,4,懸浮微粒,PM10,μg/m3,2023-09-01,14
57,前鎮,5,氮氧化物,NOx,ppb,2023-09-01,14.4
57,前鎮,6,一氧化氮,NO,ppb,2023-09-01,4.1
57,前鎮,7,二氧化氮,NO2,ppb,2023-09-01,10.2
57,前鎮,8,總碳氫化物,THC,ppm,2023-09-01,2.02
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.07
57,前鎮,10,風速,WIND_SPEED,m/sec,2023-09-01,0.9
57,前鎮,14,溫度,AMB_TEMP,℃,2023-09-01,29.3
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,5.2
57,前鎮,38,相對濕度,RH,%,2023-09-01,81
57,前鎮,143,小時風速值,WS_HR,m/sec,2023-09-01,0.6
58,小港,1,二氧化硫,SO2,ppb,2023-09-01,3.2
58,小港,2,一氧化碳,CO,ppm,2023-09-01,0.24
58,小港,3,臭氧,O3,ppb,2023-09-01,17
58,小港,4,懸浮微粒,PM10,μg/m3,2023-09-01,21
58,小港,5,氮氧化物,NOx,ppb,2023-09-01,15.7
58,小港,6,一氧化氮,NO,ppb,2023-09-01,4.4
58,小港,7,二氧化氮,NO2,ppb,2023-09-01,11.1
58,小港,8,總碳氫化物,THC,ppm,2023-09-01,1.98
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.06
58,小港,10,風速,WIND_SPEED,m/sec,2023-09-01,1.9
58,小港,14,溫度,AMB_TEMP,℃,2023-09-01,30
58,小港,31,甲烷,CH4,ppm,2023-09-01,1.91
58,小港,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,6
58,小港,38,相對濕度,RH,%,2023-09-01,73
58,小港,143,小時風速值,WS_HR,m/sec,2023-09-01,1.4
59,屏東,1,二氧化硫,SO2,ppb,2023-09-01,0.6
59,屏東,2,一氧化碳,CO,ppm,2023-09-01,0.19
59,屏東,3,臭氧,O3,ppb,2023-09-01,23.9
59,屏東,4,懸浮微粒,PM10,μg/m3,2023-09-01,13
59,屏東,5,氮氧化物,NOx,ppb,2023-09-01,6
59,屏東,6,一氧化氮,NO,ppb,2023-09-01,1
59,屏東,7,二氧化氮,NO2,ppb,2023-09-01,4.9
59,屏東,8,總碳氫化物,THC,ppm,2023-09-01,2.14
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.01
59,屏東,10,風速,WIND_SPEED,m/sec,2023-09-01,1.2
59,屏東,14,溫度,AMB_TEMP,℃,2023-09-01,29.3
59,屏東,31,甲烷,CH4,ppm,2023-09-01,2.13
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,6.5
59,屏東,38,相對濕度,RH,%,2023-09-01,85
59,屏東,143,小時風速值,WS_HR,m/sec,2023-09-01,1
60,潮州,1,二氧化硫,SO2,ppb,2023-09-01,0.6
60,潮州,2,一氧化碳,CO,ppm,2023-09-01,0.13
60,潮州,3,臭氧,O3,ppb,2023-09-01,21.3
60,潮州,4,懸浮微粒,PM10,μg/m3,2023-09-01,14
60,潮州,5,氮氧化物,NOx,ppb,2023-09-01,3.4
60,潮州,6,一氧化氮,NO,ppb,2023-09-01,0.3
60,潮州,7,二氧化氮,NO2,ppb,2023-09-01,3
60,潮州,8,總碳氫化物,THC,ppm,2023-09-01,2.06
60,潮州,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0
60,潮州,10,風速,WIND_SPEED,m/sec,2023-09-01,1.4
60,潮州,14,溫度,AMB_TEMP,℃,2023-09-01,28.7
60,潮州,31,甲烷,CH4,ppm,2023-09-01,2.1
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,5.1
60,潮州,38,相對濕度,RH,%,2023-09-01,82
60,潮州,143,小時風速值,WS_HR,m/sec,2023-09-01,1.1
61,恆春,1,二氧化硫,SO2,ppb,2023-09-01,0.4
61,恆春,2,一氧化碳,CO,ppm,2023-09-01,0.1
61,恆春,3,臭氧,O3,ppb,2023-09-01,26.4
61,恆春,4,懸浮微粒,PM10,μg/m3,2023-09-01,6
61,恆春,5,氮氧化物,NOx,ppb,2023-09-01,1.1
61,恆春,6,一氧化氮,NO,ppb,2023-09-01,0.4
61,恆春,7,二氧化氮,NO2,ppb,2023-09-01,0.6
61,恆春,10,風速,WIND_SPEED,m/sec,2023-09-01,2.9
61,恆春,14,溫度,AMB_TEMP,℃,2023-09-01,29.8
61,恆春,32,降雨強度,RAIN_INT,㎜,2023-09-01,0.5
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,0.9
61,恆春,38,相對濕度,RH,%,2023-09-01,93
61,恆春,143,小時風速值,WS_HR,m/sec,2023-09-01,2.8
62,臺東,1,二氧化硫,SO2,ppb,2023-09-01,0.7
62,臺東,2,一氧化碳,CO,ppm,2023-09-01,0.13
62,臺東,3,臭氧,O3,ppb,2023-09-01,14.9
62,臺東,4,懸浮微粒,PM10,μg/m3,2023-09-01,7
62,臺東,5,氮氧化物,NOx,ppb,2023-09-01,4.4
62,臺東,6,一氧化氮,NO,ppb,2023-09-01,1.6
62,臺東,7,二氧化氮,NO2,ppb,2023-09-01,2.6
62,臺東,8,總碳氫化物,THC,ppm,2023-09-01,1.95
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.03
62,臺東,10,風速,WIND_SPEED,m/sec,2023-09-01,1.2
62,臺東,14,溫度,AMB_TEMP,℃,2023-09-01,28.5
62,臺東,31,甲烷,CH4,ppm,2023-09-01,1.92
62,臺東,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2.7
62,臺東,38,相對濕度,RH,%,2023-09-01,81
62,臺東,143,小時風速值,WS_HR,m/sec,2023-09-01,0.9
63,花蓮,1,二氧化硫,SO2,ppb,2023-09-01,0.6
63,花蓮,2,一氧化碳,CO,ppm,2023-09-01,0.15
63,花蓮,3,臭氧,O3,ppb,2023-09-01,11.9
63,花蓮,4,懸浮微粒,PM10,μg/m3,2023-09-01,15
63,花蓮,6,一氧化氮,NO,ppb,2023-09-01,1.4
63,花蓮,7,二氧化氮,NO2,ppb,2023-09-01,2.4
63,花蓮,8,總碳氫化物,THC,ppm,2023-09-01,1.87
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0
63,花蓮,10,風速,WIND_SPEED,m/sec,2023-09-01,1.9
63,花蓮,14,溫度,AMB_TEMP,℃,2023-09-01,28.8
63,花蓮,31,甲烷,CH4,ppm,2023-09-01,1.86
63,花蓮,32,降雨強度,RAIN_INT,㎜,2023-09-01,0
63,花蓮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,3.4
63,花蓮,38,相對濕度,RH,%,2023-09-01,82
63,花蓮,143,小時風速值,WS_HR,m/sec,2023-09-01,1.7
64,陽明,1,二氧化硫,SO2,ppb,2023-09-01,0.2
64,陽明,2,一氧化碳,CO,ppm,2023-09-01,0.08
64,陽明,3,臭氧,O3,ppb,2023-09-01,13.2
64,陽明,4,懸浮微粒,PM10,μg/m3,2023-09-01,1
64,陽明,5,氮氧化物,NOx,ppb,2023-09-01,1.4
64,陽明,6,一氧化氮,NO,ppb,2023-09-01,0.5
64,陽明,7,二氧化氮,NO2,ppb,2023-09-01,0.8
64,陽明,10,風速,WIND_SPEED,m/sec,2023-09-01,2.5
64,陽明,14,溫度,AMB_TEMP,℃,2023-09-01,22.5
64,陽明,32,降雨強度,RAIN_INT,㎜,2023-09-01,0
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,0.1
64,陽明,38,相對濕度,RH,%,2023-09-01,98
65,宜蘭,1,二氧化硫,SO2,ppb,2023-09-01,0.5
65,宜蘭,2,一氧化碳,CO,ppm,2023-09-01,0.12
65,宜蘭,3,臭氧,O3,ppb,2023-09-01,10.7
65,宜蘭,4,懸浮微粒,PM10,μg/m3,2023-09-01,11
65,宜蘭,5,氮氧化物,NOx,ppb,2023-09-01,4.2
65,宜蘭,6,一氧化氮,NO,ppb,2023-09-01,1.3
65,宜蘭,7,二氧化氮,NO2,ppb,2023-09-01,2.8
65,宜蘭,8,總碳氫化物,THC,ppm,2023-09-01,1.98
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.01
65,宜蘭,10,風速,WIND_SPEED,m/sec,2023-09-01,1.3
65,宜蘭,14,溫度,AMB_TEMP,℃,2023-09-01,29.1
65,宜蘭,31,甲烷,CH4,ppm,2023-09-01,1.97
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,6.1
65,宜蘭,38,相對濕度,RH,%,2023-09-01,84
65,宜蘭,143,小時風速值,WS_HR,m/sec,2023-09-01,0.9
66,冬山,1,二氧化硫,SO2,ppb,2023-09-01,0.7
66,冬山,2,一氧化碳,CO,ppm,2023-09-01,0.16
66,冬山,3,臭氧,O3,ppb,2023-09-01,6.8
66,冬山,4,懸浮微粒,PM10,μg/m3,2023-09-01,15
66,冬山,5,氮氧化物,NOx,ppb,2023-09-01,10.3
66,冬山,6,一氧化氮,NO,ppb,2023-09-01,4.7
66,冬山,7,二氧化氮,NO2,ppb,2023-09-01,5.5
66,冬山,10,風速,WIND_SPEED,m/sec,2023-09-01,1.1
66,冬山,14,溫度,AMB_TEMP,℃,2023-09-01,28.3
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-01,2.3
66,冬山,38,相對濕度,RH,%,2023-09-01,85
66,冬山,143,小時風速值,WS_HR,m/sec,2023-09-01,0.9
67,三重,1,二氧化硫,SO2,ppb,2023-09-01,1
67,三重,2,一氧化碳,CO,ppm,2023-09-01,0.68
67,三重,3,臭氧,O3,ppb,2023-09-01,3.9
67,三重,4,懸浮微粒,PM10,μg/m3,2023-09-01,9
67,三重,5,氮氧化物,NOx,ppb,2023-09-01,44.5
67,三重,6,一氧化氮,NO,ppb,2023-09-01,32.6
67,三重,7,二氧化氮,NO2,ppb,2023-09-01,11.8
67,三重,8,總碳氫化物,THC,ppm,2023-09-01,2.24
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-01,0.17
67,三重,14,溫度,AMB_TEMP,℃,2023-09-01,29.9
